id_wind_s,nilai_wind_s
WS358,0
WS359,0
WS360,0
WS361,0
WS362,0
WS363,0
WS364,0
WS365,0
WS366,0
WS367,0
WS368,0
WS369,0
WS370,0
WS371,0
WS372,0
WS373,0
WS374,0
WS375,0
WS376,0
WS377,0
WS378,0
WS379,0
WS380,0
WS381,0
WS382,0
WS383,0
WS384,0
WS385,0
WS386,0
WS387,0
WS388,0
WS389,0
WS390,0
WS391,0
WS392,0
WS393,0
WS394,0
WS395,0
WS396,0
WS397,0
WS398,0
WS399,0
WS400,0
WS401,0
WS402,0
WS403,0
WS404,0
WS405,0
WS406,0
WS407,0
WS408,0
WS409,0
WS410,0
WS411,0
WS412,0
WS413,0
WS414,0
WS415,0
WS416,0
WS417,0
WS418,0
WS419,0
WS420,0
WS421,0
WS422,0
WS423,0
WS424,0
WS425,0
WS426,0
WS427,0
WS428,0
WS429,0
WS430,0
WS431,0
WS432,0
WS433,0
WS434,0
WS435,0
WS436,0
WS437,0
WS438,0
WS439,0
WS440,0
WS441,0
WS442,0
WS443,0
WS444,0
WS445,0
WS446,0
WS447,0
WS448,0
WS449,0
WS450,0
WS451,0
WS452,0
WS453,0
WS454,0
WS455,0
WS456,0
WS457,0
WS458,0
WS459,0
WS460,0
WS461,0
WS462,0
WS463,0
WS464,0
WS465,0
WS466,0
WS467,0
WS468,0
WS469,0
WS470,0
WS471,0
WS472,0
WS473,0
WS474,0
WS475,0
WS476,0
WS477,0
WS478,0
WS479,0
WS480,0
WS481,0
WS482,0
WS483,0
WS484,0
WS485,0
WS486,0
WS487,0
WS488,0
WS489,0
WS490,0
WS491,0
WS492,0
WS493,0
WS494,0
WS495,0
WS496,0
WS497,0
WS498,0
WS499,0
WS500,0
WS501,0
WS502,0
WS503,0
WS504,0
WS505,0
WS506,0
WS507,0
WS508,0
WS509,0
WS510,0
WS511,0
WS512,0
WS513,0
WS514,0
WS515,0
WS516,0
WS517,0
WS518,0
WS519,0
WS520,0
WS521,0
WS522,0
WS523,0
WS524,0
WS525,0
WS526,0
WS527,0
WS528,0
WS529,0
WS530,0
WS531,0
WS532,0
WS533,0
WS534,0
WS535,0
WS536,0
WS537,0
WS538,0
WS539,0
WS540,0
WS541,0
WS542,0
WS543,0
WS544,0
WS545,0
WS546,0
WS547,0
WS548,0
WS549,0
WS550,0
WS551,0
WS552,0
WS553,0
WS554,0
WS555,0
WS556,0
WS557,0
WS558,0
WS559,0
WS560,0
WS561,0
WS562,0
WS563,0
WS564,0
WS565,0
WS566,0
WS567,0
WS568,0
WS569,0
WS570,0
WS571,0
WS572,0
WS573,0
WS574,0
WS575,0
WS576,0
WS577,0
WS578,0
WS579,0
WS580,0
WS581,0
WS582,0
WS583,0
WS584,0
WS585,0
WS586,0
WS587,0
WS588,0
WS589,0
WS590,0
WS591,0
WS592,0
WS593,0
WS594,0
WS595,0
WS596,0
WS597,0
WS598,0
WS599,0
WS600,0
WS601,0
WS602,0
WS603,0
WS604,0
WS605,0
WS606,0
WS607,0
WS608,0
WS609,0
WS610,0
WS611,0
WS612,0
WS613,0
WS614,0
WS615,0
WS616,0
WS617,0
WS618,0
WS619,0
WS620,0
WS621,0
WS622,0
WS623,0
WS624,0
WS625,0
WS626,0
WS627,0
WS628,0
WS629,0
WS630,0
WS631,0
WS632,0
WS633,0
WS634,0
WS635,0
WS636,0
WS637,0
WS638,0
WS639,0
WS640,0
WS641,0
WS642,0
WS643,0
WS644,0
WS645,0
WS646,0
WS647,0
WS648,0
WS649,0
WS650,0
WS651,0
WS652,0
WS653,0.5
WS654,0.4
WS655,0.5
WS656,0.2
WS657,0
WS658,0
WS659,0
WS660,0
WS661,0
WS662,0
WS663,0
WS664,0
WS665,0
WS666,0
WS667,0
WS668,0
WS669,0.8
WS670,0.1
WS671,0.1
WS672,0.1
WS673,0
WS674,0.1
WS675,0
WS676,0
WS677,0.1
WS678,0
WS679,0
WS680,0.1
WS681,0.3
WS682,0
WS683,0
WS684,0
WS685,0
WS686,0
WS687,0
WS688,0
WS689,0
WS690,3.8
WS691,4.9
WS692,5.5
WS693,4.7
WS694,5.2
WS695,5.1
WS696,5.4
WS697,5.7
WS698,5.2
WS699,5.6
WS700,4.9
WS701,6.1
WS702,5.7
WS703,3.9
WS704,5.2
WS705,5.2
WS706,4.6
WS707,3.7
WS708,3.4
WS709,3.8
WS710,3.7
WS711,4.4
WS712,3.6
WS713,3.4
WS714,4.1
WS715,4.6
WS716,4.3
WS717,4.1
WS718,4.2
WS719,3.6
WS720,4.2
WS721,4
WS722,4.1
WS723,5.1
WS724,5.3
WS725,4.9
WS726,4.5
WS727,4.5
WS728,4.9
WS729,4.9
WS730,4.5
WS731,4.6
WS732,4.2
WS733,5.3
WS734,5.3
WS735,4.5
WS736,4.5
WS737,5.1
WS738,4.6
WS739,4.6
WS740,4.4
WS741,5
WS742,5.2
WS743,5.1
WS744,3.9
WS745,5.3
WS746,4.8
WS747,4.2
WS748,3.4
WS749,2.7
WS750,2.7
WS751,2.2
WS752,2.4
WS753,2.5
WS754,2.2
WS755,2
WS756,1.9
WS757,1.6
WS758,1.7
WS759,1.8
WS760,1.7
WS761,1.7
WS762,1.6
WS763,1.5
WS764,1.6
WS765,1.9
WS766,2.3
WS767,2.6
WS768,2.5
WS769,2.6
WS770,2.6
WS771,2.8
WS772,2.6
WS773,2.3
WS774,2.6
WS775,2.8
WS776,2.5
WS777,2.7
WS778,2.8
WS779,2.4
WS780,2.4
WS781,2.7
WS782,2.7
WS783,2.5
WS784,2.5
WS785,2.2
WS786,1.9
WS787,1.7
WS788,1.8
WS789,2.1
WS790,2.1
WS791,2
WS792,1.8
WS793,1.8
WS794,1.8
WS795,1.8
WS796,2.1
WS797,2.1
WS798,2.1
WS799,2.3
WS800,2.3
WS801,2.5
WS802,2.4
WS803,2.5
WS804,2.1
WS805,2.4
WS806,2.4
WS807,2.2
WS808,2
WS809,1.9
WS810,1.9
WS811,2.2
WS812,2.2
WS813,2
WS814,1.9
WS815,1.8
WS816,2
WS817,1.7
WS818,1.4
WS819,1
WS820,1.7
WS821,2
WS822,2.2
WS823,2
WS824,2
WS825,1.8
WS826,1.9
WS827,1.7
WS828,1.5
WS829,1.1
WS830,1.2
WS831,1.2
WS832,1.2
WS833,1.5
WS834,1.7
WS835,2.4
WS836,2.6
WS837,2.9
WS838,3.3
WS839,4.6
WS840,4.2
WS841,4.3
WS842,4.2
WS843,3.2
WS844,3.7
WS845,3.9
WS846,3.8
WS847,3.5
WS848,4.2
WS849,4.3
WS850,3.8
WS851,3.2
WS852,4
WS853,4.3
WS854,4
WS855,4.1
WS856,4
WS857,2.8
WS858,3.8
WS859,3.1
WS860,3.3
WS861,2.3
WS862,4.2
WS863,3.8
WS864,4.1
WS865,4.1
WS866,4.9
WS867,4.6
WS868,4.3
WS869,4.6
WS870,4.3
WS871,4.2
WS872,3.9
WS873,4.5
WS874,3.8
WS875,3.9
WS876,4.4
WS877,5.8
WS878,4.8
WS879,4.6
WS880,4.1
WS881,5.7
WS882,4.4
WS883,3.4
WS884,4.7
WS885,4
WS886,4.7
WS887,4.5
WS888,4.3
WS889,3.7
WS890,4.5
WS891,4.4
WS892,3.9
WS893,3.1
WS894,2.7
WS895,2.1
WS896,2.3
WS897,2
WS898,2.3
WS899,2.2
WS900,2.9
WS901,2.6
WS902,3.7
WS903,3.4
WS904,3.3
WS905,3.6
WS906,4.2
WS907,4.7
WS908,4.8
WS909,4.6
WS910,5.4
WS911,5.2
WS912,5.9
WS913,6.3
WS914,6.1
WS915,5.7
WS916,6.3
WS917,5.8
WS918,5.7
WS919,5.3
WS920,5.4
WS921,4.8
WS922,4.8
WS923,4.2
WS924,5.1
WS925,5.3
WS926,5.8
WS927,5.1
WS928,5.6
WS929,5.7
WS930,5.2
WS931,6.3
WS932,6.1
WS933,6.2
WS934,6.4
WS935,7.3
WS936,7.4
WS937,6.4
WS938,7.1
WS939,6.3
WS940,6.5
WS941,6.7
WS942,7
WS943,6.4
WS944,6.5
WS945,6.9
WS946,7.5
WS947,6.9
WS948,6.8
WS949,6.8
WS950,7.4
WS951,7
WS952,6.6
WS953,6.9
WS954,6.8
WS955,6
WS956,6.6
WS957,5.9
WS958,5.3
WS959,5.2
WS960,6.1
WS961,5.9
WS962,5.3
WS963,5.4
WS964,5.5
WS965,4.7
WS966,4.8
WS967,5.4
WS968,5.1
WS969,5.4
WS970,5
WS971,4.7
WS972,4.2
WS973,5.6
WS974,5.7
WS975,5.8
WS976,5.2
WS977,6.2
WS978,6.6
WS979,7.6
WS980,7.5
WS981,7.1
WS982,7.3
WS983,7.6
WS984,7.6
WS985,7.6
WS986,7.9
WS987,7.8
WS988,6.6
WS989,7
WS990,7.5
WS991,7.5
WS992,6.5
WS993,6.4
WS994,7.1
WS995,6.9
WS996,7.4
WS997,7
WS998,6.9
WS999,6.8
WS1000,7.5
WS1001,7.1
WS1002,7
WS1003,7.3
WS1004,7.4
WS1005,7.2
WS1006,7.5
WS1007,6.7
WS1008,7.2
WS1009,7.3
WS1010,7.4
WS1011,7.2
WS1012,7.7
WS1013,8.2
WS1014,8.8
WS1015,8
WS1016,7.3
WS1017,8
WS1018,7.2
WS1019,8
WS1020,8.3
WS1021,8.3
WS1022,7.2
WS1023,7.8
WS1024,7.4
WS1025,6.8
WS1026,6.6
WS1027,7
WS1028,6.8
WS1029,7
WS1030,6.4
WS1031,5.7
WS1032,5.3
WS1033,6.5
WS1034,6.4
WS1035,5.9
WS1036,6.1
WS1037,6
WS1038,6.3
WS1039,5.5
WS1040,6.6
WS1041,6.2
WS1042,5.7
WS1043,5.9
WS1044,5.2
WS1045,5.7
WS1046,5.2
WS1047,5.5
WS1048,5.5
WS1049,5.2
WS1050,5.6
WS1051,5.6
WS1052,5.8
WS1053,5.1
WS1054,5.5
WS1055,5.2
WS1056,6.3
WS1057,6.6
WS1058,6.1
WS1059,6.3
WS1060,6.6
WS1061,6.3
WS1062,6
WS1063,6.3
WS1064,6.4
WS1065,5.5
WS1066,4.7
WS1067,4.9
WS1068,3.7
WS1069,4.5
WS1070,4.4
WS1071,4
WS1072,3.7
WS1073,4
WS1074,3.9
WS1075,2.7
WS1076,1.6
WS1077,2.3
WS1078,2.4
WS1079,2.8
WS1080,4.3
WS1081,4.1
WS1082,3.3
WS1083,3.2
WS1084,3.1
WS1085,2.4
WS1086,2.8
WS1087,3.3
WS1088,4.1
WS1089,4.3
WS1090,4.4
WS1091,4
WS1092,4.2
WS1093,4.2
WS1094,3.9
WS1095,4
WS1096,4.6
WS1097,4.7
WS1098,4.4
WS1099,4.2
WS1100,4.9
WS1101,5.8
WS1102,6
WS1103,5.9
WS1104,5.4
WS1105,5.5
WS1106,5.2
WS1107,5.6
WS1108,5.6
WS1109,5.9
WS1110,6.4
WS1111,5.3
WS1112,6.3
WS1113,5.7
WS1114,6.4
WS1115,7.2
WS1116,6
WS1117,6.6
WS1118,5.9
WS1119,7.2
WS1120,6.9
WS1121,7.4
WS1122,8.2
WS1123,7
WS1124,8
WS1125,9
WS1126,8.8
WS1127,8.7
WS1128,9.1
WS1129,8.7
WS1130,9.1
WS1131,9.8
WS1132,10.7
WS1133,9.9
WS1134,10.7
WS1135,10.2
WS1136,10.6
WS1137,10.1
WS1138,10.3
WS1139,10.2
WS1140,9.5
WS1141,9.6
WS1142,8.6
WS1143,8
WS1144,7.7
WS1145,7.8
WS1146,7.3
WS1147,8.1
WS1148,7.6
WS1149,8.1
WS1150,7.8
WS1151,6.9
WS1152,7.6
WS1153,7.2
WS1154,7.2
WS1155,7.4
WS1156,7.1
WS1157,6.6
WS1158,6.3
WS1159,7.4
WS1160,7.7
WS1161,6.6
WS1162,7.2
WS1163,6.8
WS1164,6.9
WS1165,6.4
WS1166,6
WS1167,6.2
WS1168,6.4
WS1169,6.2
WS1170,6
WS1171,5.8
WS1172,6.3
WS1173,5.9
WS1174,5.8
WS1175,5.6
WS1176,5.9
WS1177,6.5
WS1178,6.1
WS1179,5.6
WS1180,5.3
WS1181,5.5
WS1182,5.3
WS1183,5.2
WS1184,5.3
WS1185,5.1
WS1186,5.3
WS1187,4.7
WS1188,5.1
WS1189,4.6
WS1190,4.5
WS1191,4.9
WS1192,4.9
WS1193,4.8
WS1194,4.8
WS1195,4.6
WS1196,4.8
WS1197,5
WS1198,4.4
WS1199,4.7
WS1200,4.9
WS1201,5
WS1202,5.2
WS1203,4.4
WS1204,5
WS1205,5.4
WS1206,5.2
WS1207,5.1
WS1208,5
WS1209,4.3
WS1210,5.2
WS1211,4.7
WS1212,4.9
WS1213,4.6
WS1214,4.5
WS1215,4.5
WS1216,4.7
WS1217,4.8
WS1218,4
WS1219,4.1
WS1220,3.9
WS1221,4.1
WS1222,4.1
WS1223,3.8
WS1224,4.1
WS1225,4.9
WS1226,5
WS1227,5.1
WS1228,5.2
WS1229,4.4
WS1230,4.6
WS1231,5
WS1232,4.9
WS1233,5.3
WS1234,4.9
WS1235,5.4
WS1236,4.9
WS1237,4.5
WS1238,5.3
WS1239,5
WS1240,4.2
WS1241,4
WS1242,4.1
WS1243,4.2
WS1244,4
WS1245,4.1
WS1246,3.9
WS1247,3.9
WS1248,4.7
WS1249,4.3
WS1250,4
WS1251,3.2
WS1252,3.9
WS1253,2.9
WS1254,1.7
WS1255,2
WS1256,2.5
WS1257,3.6
WS1258,4.1
WS1259,4
WS1260,3.9
WS1261,3.9
WS1262,3.4
WS1263,3.8
WS1264,4.4
WS1265,5.1
WS1266,5.2
WS1267,6.1
WS1268,4.8
WS1269,4.9
WS1270,5.5
WS1271,6
WS1272,6.2
WS1273,5.8
WS1274,5.7
WS1275,6
WS1276,5.7
WS1277,6.2
WS1278,6.3
WS1279,6.4
WS1280,5.7
WS1281,5.8
WS1282,5.7
WS1283,5.9
WS1284,5.3
WS1285,5.6
WS1286,5.9
WS1287,6.1
WS1288,6.2
WS1289,6.9
WS1290,6.4
WS1291,6.4
WS1292,6.4
WS1293,7.1
WS1294,7.1
WS1295,7.8
WS1296,8
WS1297,7.6
WS1298,8.9
WS1299,8.4
WS1300,8.6
WS1301,8.5
WS1302,8.9
WS1303,9.2
WS1304,9.2
WS1305,10
WS1306,9.5
WS1307,9.8
WS1308,9.9
WS1309,9.8
WS1310,10.4
WS1311,9.8
WS1312,9.7
WS1313,9.9
WS1314,9.7
WS1315,8.9
WS1316,9.3
WS1317,8.8
WS1318,8.7
WS1319,7.7
WS1320,9.1
WS1321,8.6
WS1322,8.6
WS1323,7.8
WS1324,8.5
WS1325,7.9
WS1326,7.9
WS1327,8.7
WS1328,8.1
WS1329,7.5
WS1330,7.9
WS1331,7
WS1332,7.2
WS1333,6.8
WS1334,7.5
WS1335,6.6
WS1336,6.3
WS1337,6.1
WS1338,6.6
WS1339,6.6
WS1340,6.5
WS1341,7.3
WS1342,6.7
WS1343,6.4
WS1344,6.5
WS1345,7
WS1346,7.1
WS1347,6.8
WS1348,6.8
WS1349,7.1
WS1350,6.8
WS1351,6.2
WS1352,6.5
WS1353,6.5
WS1354,6
WS1355,6.4
WS1356,6.6
WS1357,6.4
WS1358,6
WS1359,7.1
WS1360,6.7
WS1361,7.3
WS1362,6.9
WS1363,6.3
WS1364,6
WS1365,6.5
WS1366,6.8
WS1367,5.7
WS1368,6.2
WS1369,6.1
WS1370,6.6
WS1371,5.7
WS1372,5.6
WS1373,5.6
WS1374,5.7
WS1375,5.5
WS1376,6.2
WS1377,5
WS1378,5.1
WS1379,5.2
WS1380,4.5
WS1381,4.1
WS1382,4.4
WS1383,4.6
WS1384,4.7
WS1385,4.7
WS1386,4.5
WS1387,4.2
WS1388,4.5
WS1389,4.1
WS1390,3.7
WS1391,3.5
WS1392,3.7
WS1393,3.5
WS1394,3.9
WS1395,4.4
WS1396,4
WS1397,3.7
WS1398,3.5
WS1399,3
WS1400,3.3
WS1401,3
WS1402,3.1
WS1403,3
WS1404,3.7
WS1405,3.6
WS1406,4
WS1407,4.2
WS1408,4.5
WS1409,4.2
WS1410,4.2
WS1411,5
WS1412,4.9
WS1413,4.8
WS1414,5
WS1415,5.5
WS1416,5.3
WS1417,4.7
WS1418,4.5
WS1419,4.1
WS1420,3.8
WS1421,3.1
WS1422,2.5
WS1423,3.4
WS1424,2.9
WS1425,4.2
WS1426,3.9
WS1427,3.5
WS1428,3.5
WS1429,3.4
WS1430,4.2
WS1431,3.8
WS1432,3.4
WS1433,3.8
WS1434,4.1
WS1435,4.6
WS1436,4.1
WS1437,3.5
WS1438,2.6
WS1439,1.9
WS1440,2
WS1441,2.2
WS1442,4.1
WS1443,3.2
WS1444,3.7
WS1445,3.5
WS1446,4.1
WS1447,3.4
WS1448,4.6
WS1449,5.1
WS1450,4.1
WS1451,4.5
WS1452,4.4
WS1453,4.2
WS1454,4.7
WS1455,5.3
WS1456,5.3
WS1457,5.2
WS1458,5.1
WS1459,4.9
WS1460,4.5
WS1461,5.2
WS1462,5.5
WS1463,6.1
WS1464,5.6
WS1465,5.5
WS1466,4.7
WS1467,4.1
WS1468,3.3
WS1469,3.3
WS1470,2.7
WS1471,2.6
WS1472,2.5
WS1473,2.5
WS1474,2.5
WS1475,2.2
WS1476,2.6
WS1477,3.1
WS1478,2.9
WS1479,2.9
WS1480,2.4
WS1481,3.1
WS1482,2.9
WS1483,3.4
WS1484,3.8
WS1485,3.2
WS1486,3.2
WS1487,3.3
WS1488,3.3
WS1489,3
WS1490,2.4
WS1491,2.2
WS1492,2.6
WS1493,2.7
WS1494,1.9
WS1495,2
WS1496,2.1
WS1497,1.7
WS1498,1.6
WS1499,1.9
WS1500,1.8
WS1501,1.5
WS1502,1.5
WS1503,1.2
WS1504,0.7
WS1505,0.7
WS1506,1
WS1507,1.3
WS1508,1.5
WS1509,1.6
WS1510,1.5
WS1511,1.5
WS1512,1.6
WS1513,1.7
WS1514,1.6
WS1515,1.3
WS1516,1
WS1517,1
WS1518,1.1
WS1519,0.8
WS1520,1.1
WS1521,1.4
WS1522,1.7
WS1523,1.9
WS1524,2.4
WS1525,3.3
WS1526,3.1
WS1527,2.7
WS1528,2.6
WS1529,2.6
WS1530,2.6
WS1531,1.9
WS1532,1.6
WS1533,1.6
WS1534,2.2
WS1535,2.5
WS1536,2.3
WS1537,3.2
WS1538,2.9
WS1539,2.8
WS1540,2.9
WS1541,3
WS1542,2
WS1543,1.2
WS1544,1.5
WS1545,1.7
WS1546,1.6
WS1547,1.3
WS1548,1.3
WS1549,2.1
WS1550,2.8
WS1551,3.6
WS1552,4.4
WS1553,4.4
WS1554,4.4
WS1555,4.5
WS1556,4.4
WS1557,3.8
WS1558,4.1
WS1559,4.6
WS1560,4.6
WS1561,4.3
WS1562,4.4
WS1563,4.5
WS1564,5
WS1565,5.1
WS1566,4.6
WS1567,5.5
WS1568,5.3
WS1569,5.2
WS1570,5.1
WS1571,4.4
WS1572,3.9
WS1573,3.8
WS1574,4.7
WS1575,5
WS1576,3.8
WS1577,3.6
WS1578,4.7
WS1579,4.2
WS1580,3.9
WS1581,4.9
WS1582,3.9
WS1583,4.3
WS1584,3.9
WS1585,2.8
WS1586,3.7
WS1587,4.3
WS1588,4.7
WS1589,4.1
WS1590,3.3
WS1591,3.4
WS1592,2.9
WS1593,3.7
WS1594,3.4
WS1595,3.1
WS1596,3.6
WS1597,2.7
WS1598,3.3
WS1599,4.5
WS1600,3.3
WS1601,5.1
WS1602,3.9
WS1603,4.2
WS1604,4.6
WS1605,3.3
WS1606,3.6
WS1607,1.6
WS1608,1.7
WS1609,2.1
WS1610,1.8
WS1611,1.9
WS1612,1.9
WS1613,2.2
WS1614,1.5
WS1615,1.3
WS1616,1.9
WS1617,2.1
WS1618,1.8
WS1619,1.9
WS1620,2.1
WS1621,2.2
WS1622,2
WS1623,1.9
WS1624,2.3
WS1625,2.4
WS1626,2.7
WS1627,2.6
WS1628,2.8
WS1629,2.6
WS1630,2.7
WS1631,3.2
WS1632,3.1
WS1633,2.8
WS1634,2.8
WS1635,2.5
WS1636,2.2
WS1637,2.3
WS1638,2.4
WS1639,2.6
WS1640,2.5
WS1641,2.6
WS1642,2.3
WS1643,2.4
WS1644,2.6
WS1645,2.3
WS1646,1.9
WS1647,1.9
WS1648,2.3
WS1649,2
WS1650,1.9
WS1651,1.9
WS1652,1.8
WS1653,2.1
WS1654,2.6
WS1655,2.8
WS1656,2.5
WS1657,2.4
WS1658,2.4
WS1659,2.7
WS1660,3.3
WS1661,2.9
WS1662,2.7
WS1663,2.5
WS1664,2.6
WS1665,3
WS1666,2.2
WS1667,2.4
WS1668,2.4
WS1669,2.6
WS1670,2.9
WS1671,2.8
WS1672,2.7
WS1673,2.8
WS1674,2.7
WS1675,2.8
WS1676,3.3
WS1677,3.5
WS1678,3.4
WS1679,3
WS1680,2.6
WS1681,2.8
WS1682,2.7
WS1683,3.4
WS1684,3.4
WS1685,3
WS1686,2.9
WS1687,2.9
WS1688,3.6
WS1689,3.4
WS1690,3.7
WS1691,3.4
WS1692,3.9
WS1693,4.1
WS1694,4.5
WS1695,4.6
WS1696,4.6
WS1697,4.9
WS1698,5.2
WS1699,5.3
WS1700,5.2
WS1701,5.6
WS1702,5.7
WS1703,5.6
WS1704,5.6
WS1705,6.1
WS1706,5.4
WS1707,6
WS1708,5.6
WS1709,5.9
WS1710,6.5
WS1711,6
WS1712,6.8
WS1713,5.8
WS1714,6.1
WS1715,6.3
WS1716,5.6
WS1717,5.4
WS1718,5.1
WS1719,5
WS1720,5
WS1721,4.1
WS1722,4.1
WS1723,4.2
WS1724,3.7
WS1725,3.3
WS1726,3.8
WS1727,5
WS1728,4.6
WS1729,4.8
WS1730,5.1
WS1731,6.1
WS1732,6.3
WS1733,6.4
WS1734,6.5
WS1735,7.1
WS1736,7.1
WS1737,7.4
WS1738,7.6
WS1739,6.9
WS1740,7.5
WS1741,7.6
WS1742,7
WS1743,7.3
WS1744,7.4
WS1745,7.1
WS1746,6.4
WS1747,6.8
WS1748,6.3
WS1749,6.1
WS1750,6.6
WS1751,6.2
WS1752,5.8
WS1753,5.7
WS1754,5.6
WS1755,5.3
WS1756,5.1
WS1757,4.7
WS1758,5.1
WS1759,4.6
WS1760,4.6
WS1761,4.7
WS1762,4.9
WS1763,4.6
WS1764,4.8
WS1765,4.9
WS1766,4.2
WS1767,4.2
WS1768,4.4
WS1769,4.1
WS1770,4.5
WS1771,4
WS1772,4.2
WS1773,4.4
WS1774,4.6
WS1775,5.2
WS1776,4.8
WS1777,4.6
WS1778,4.4
WS1779,4.2
WS1780,4.3
WS1781,3.5
WS1782,3.5
WS1783,4.4
WS1784,4.2
WS1785,4.4
WS1786,5
WS1787,4.5
WS1788,4.4
WS1789,4.8
WS1790,4.2
WS1791,4.9
WS1792,5.3
WS1793,5.1
WS1794,4.6
WS1795,5
WS1796,5.1
WS1797,4.6
WS1798,4.6
WS1799,4.8
WS1800,4.9
WS1801,4.6
WS1802,4.4
WS1803,3.9
WS1804,4
WS1805,4.3
WS1806,4.2
WS1807,4.4
WS1808,4.4
WS1809,4.5
WS1810,4.4
WS1811,4
WS1812,4
WS1813,3.8
WS1814,3.4
WS1815,4.2
WS1816,4
WS1817,4
WS1818,3.7
WS1819,3.9
WS1820,3.4
WS1821,3.5
WS1822,3
WS1823,3.2
WS1824,3.1
WS1825,3
WS1826,3
WS1827,2.8
WS1828,3
WS1829,2.8
WS1830,2.6
WS1831,2.2
WS1832,2.4
WS1833,2.8
WS1834,3.4
WS1835,3.1
WS1836,3.4
WS1837,3.2
WS1838,3.4
WS1839,3.6
WS1840,3.3
WS1841,3.4
WS1842,3.8
WS1843,3.3
WS1844,3.3
WS1845,3.2
WS1846,3
WS1847,3.9
WS1848,4.6
WS1849,4.4
WS1850,4.5
WS1851,4.5
WS1852,5.3
WS1853,4.9
WS1854,5.1
WS1855,4
WS1856,5.2
WS1857,6.1
WS1858,4.3
WS1859,4
WS1860,2
WS1861,4.6
WS1862,4.8
WS1863,4.3
WS1864,3.6
WS1865,3
WS1866,3.5
WS1867,4
WS1868,4.8
WS1869,4.7
WS1870,5.6
WS1871,6.2
WS1872,5.9
WS1873,7.5
WS1874,7.7
WS1875,8
WS1876,8.1
WS1877,7.6
WS1878,8.3
